bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,lat,long,sqft_living15,sqft_lot15,house_age,has_renovation
3,2.25,2200,8375,2.0,0,0,3,8,0,47.2626,-122.218,2200,10002,27,0
3,2.25,2150,30476,2.0,0,0,3,7,0,47.4605,-122.277,2010,10800,24,0
4,1.5,1220,9600,1.0,0,0,3,6,0,47.6462,-121.909,1180,9000,35,0
4,3.5,3030,5494,3.0,0,0,3,9,0,47.7103,-122.109,2910,5314,1,0
4,2.75,3110,6050,2.0,0,0,3,9,0,47.705,-122.126,3590,6054,1,0
3,1.75,1690,9826,1.0,0,0,4,7,0,47.314,-122.365,1980,9826,27,0
6,3.0,1880,7200,1.0,0,0,4,7,0,47.5029,-122.188,1540,13022,49,0
4,1.75,1850,7500,1.0,0,0,3,7,0,47.4217,-122.333,1460,7500,61,0
3,2.0,1700,11475,1.0,0,0,5,6,730,47.4851,-122.338,1560,11475,70,0
3,1.75,1870,9000,1.0,0,0,5,9,0,47.7203,-122.361,2030,8160,57,0
3,1.5,1620,5108,1.0,0,0,3,7,0,47.6978,-122.316,1380,6130,61,0
4,2.25,2030,8517,1.0,0,0,4,8,650,47.5495,-122.174,2230,8824,54,0
2,1.0,1070,2196,1.0,0,0,4,7,190,47.5726,-122.308,1160,3600,98,0
3,1.75,1680,7770,1.0,0,0,4,7,0,47.6028,-122.167,1880,7770,48,0
4,3.75,4520,9240,1.5,0,2,3,10,1250,47.5897,-122.229,3380,9240,23,0
3,2.5,2150,4332,2.0,0,0,3,8,0,47.7373,-121.969,2140,4332,2,0
4,3.75,4260,9800,2.0,0,0,3,10,0,47.6739,-122.172,1950,8970,7,0
2,1.0,670,2378,1.0,0,0,3,5,0,47.5769,-122.372,700,2970,96,0
5,3.0,4150,7500,2.5,0,4,5,11,640,47.6303,-122.362,2250,4050,106,0
4,2.25,1770,7799,2.0,0,0,3,7,0,47.4192,-122.202,1770,7778,17,0
4,2.5,3720,8633,2.0,0,0,3,10,0,47.6085,-122.013,3515,9660,16,0
3,1.0,1190,9000,1.0,0,0,3,7,0,47.77,-122.264,1960,7200,47,0
4,2.5,2790,43091,2.0,0,0,4,9,0,47.7759,-122.08,2750,35290,26,0
2,1.0,820,4234,1.0,0,1,3,6,0,47.5294,-122.386,1550,4236,64,0
4,2.5,2080,5191,2.0,0,0,3,8,0,47.5978,-122.017,2170,5518,14,0
2,1.0,1010,3600,1.0,0,0,3,7,0,47.6641,-122.357,1540,3600,102,0
4,2.5,2370,30378,2.0,0,0,3,8,0,47.3389,-122.066,2870,34834,19,0
4,3.0,2620,214750,2.0,0,0,3,8,0,47.4239,-122.068,2060,212137,23,0
3,2.5,2030,8000,2.0,0,0,3,7,0,47.4024,-122.216,2290,7945,18,0
4,2.5,3070,5936,2.0,0,0,3,9,0,47.5902,-121.988,3160,5936,10,0
3,1.75,1530,7650,1.0,0,0,4,8,0,47.4435,-122.128,1850,6804,38,0
2,2.25,1260,1240,3.0,0,0,3,8,0,47.6531,-122.352,1330,1300,11,0
5,1.75,1798,11232,1.0,0,0,3,7,0,47.3266,-122.291,1300,15582,48,0
4,3.75,2890,4164,2.0,0,0,3,9,650,47.676,-122.197,2354,3207,2,0
4,3.25,4280,47179,2.0,0,0,3,10,1230,47.3017,-122.127,2820,43401,13,0
4,4.5,5670,84267,2.0,0,2,3,11,0,47.323,-122.044,4100,83729,7,0
2,1.0,1140,5720,1.0,0,0,3,7,290,47.6827,-122.298,1410,5832,68,0
4,2.5,1840,9611,2.0,0,0,3,7,0,47.4964,-122.251,1830,8505,19,0
3,1.0,1040,9800,1.0,0,0,4,7,0,47.5765,-122.155,1280,8880,60,0
4,2.5,2540,28563,1.0,0,0,3,10,0,47.7185,-122.114,2790,20301,31,0
3,1.0,1060,7638,1.0,0,0,5,7,0,47.5941,-122.142,1470,8097,49,0
4,2.25,2050,9583,2.0,0,2,3,8,280,47.3978,-122.313,2230,9730,50,0
5,1.75,2120,8399,1.0,0,0,4,7,800,47.7621,-122.335,2120,8398,73,0
4,1.0,1530,4875,2.0,0,0,3,7,0,47.3638,-122.091,1470,4875,38,0
3,1.0,1410,7700,1.0,0,0,3,7,430,47.4577,-122.171,1510,7700,53,0
4,2.25,2220,8125,1.0,0,0,4,8,770,47.5429,-122.177,1980,8700,50,0
4,1.75,1860,7350,1.0,0,0,4,7,770,47.3979,-122.174,1710,7350,38,0
4,3.75,4133,361548,2.0,0,0,3,11,0,47.7479,-121.972,1970,291416,15,0
3,2.25,1190,1149,2.0,0,0,3,8,140,47.5818,-122.387,1210,1316,7,0
2,1.0,1420,4305,1.0,0,0,4,7,500,47.6864,-122.311,1420,4305,74,0
5,3.75,3330,5042,2.0,0,2,3,9,860,47.6497,-122.339,1780,3990,1,0
3,1.0,1410,9656,1.0,0,0,3,7,450,47.6354,-122.208,2410,9384,62,0
3,2.0,1690,10062,1.0,0,2,5,7,750,47.5102,-122.241,2390,6650,87,0
4,2.5,1900,5889,2.0,0,0,3,7,0,47.349,-122.031,1870,6405,23,0
2,1.0,740,7380,1.0,0,0,4,6,0,47.4481,-122.278,1500,10075,64,0
3,2.5,2480,7428,2.0,0,0,3,9,0,47.5489,-122.185,2600,8322,25,0
6,2.25,2930,15949,1.0,0,0,4,8,1200,47.7188,-122.185,1730,8550,50,0
3,1.0,1350,8581,1.0,0,0,5,6,0,47.7612,-122.362,2080,8451,71,0
3,1.75,2930,266587,2.0,0,0,3,8,490,47.6991,-121.947,2700,438213,20,0
3,2.0,1580,14398,1.0,0,0,3,7,500,47.6328,-122.174,1650,14407,34,0
5,2.0,2960,10960,1.0,0,0,4,7,1460,47.6162,-122.174,2160,10960,58,0
3,1.75,1570,8530,1.0,0,0,4,7,380,47.6881,-122.184,1530,8708,32,0
4,2.5,3610,13292,2.0,0,0,3,10,0,47.5868,-121.974,3000,10776,19,0
3,2.75,2200,7000,1.0,0,0,4,7,920,47.4574,-122.169,1670,7000,38,0
3,2.25,1420,1230,2.0,0,0,3,8,480,47.5703,-122.288,1400,1230,6,0
8,3.5,4440,6480,2.0,0,3,5,10,1300,47.631,-122.303,4440,8640,56,0
4,3.5,5360,25800,1.0,0,0,3,9,2090,47.6099,-122.054,2650,21781,44,0
3,1.5,1980,11214,1.0,0,0,3,7,0,47.4696,-122.298,1510,9072,56,0
3,2.0,2020,8118,1.0,0,0,3,7,1000,47.5866,-122.118,1670,8118,52,0
3,1.0,1120,8342,1.0,0,0,4,7,0,47.3732,-122.116,1190,6660,39,0
3,1.0,1270,8508,1.0,0,0,4,6,620,47.4961,-122.322,1200,9415,73,0
4,2.0,1680,2600,1.0,0,0,5,7,840,47.6648,-122.363,1680,3340,100,0
4,2.0,2340,10507,1.5,0,0,4,6,0,47.3578,-122.178,990,10507,56,0
3,1.5,1370,11400,2.0,0,0,3,7,0,47.4477,-121.77,1390,9600,35,0
3,2.5,2280,213879,2.0,0,0,3,8,0,47.4213,-122.033,2380,178160,21,0
3,1.75,2220,216493,1.0,0,2,3,8,0,47.6624,-121.951,2900,169884,26,0
2,2.5,2550,216344,2.5,0,0,3,7,0,47.2584,-122.124,1750,289978,22,0
6,3.0,3560,4290,1.0,0,0,4,7,1780,47.5282,-122.269,3040,6000,58,0
4,2.5,2790,15653,2.0,0,0,4,10,0,47.5477,-122.215,3520,15653,51,0
3,2.0,1420,16000,1.0,0,0,3,7,0,47.478,-122.358,1900,12630,49,0
4,1.75,1580,8856,2.0,0,0,3,7,0,47.4694,-121.745,1390,9490,36,0
4,2.0,1460,7254,1.0,0,0,3,6,0,47.5056,-122.254,1460,7236,56,0
3,2.5,1640,1269,3.0,0,0,3,8,0,47.6197,-122.3,1590,1231,6,0
3,2.5,2500,21780,1.0,0,0,3,8,730,47.3282,-122.198,2670,23400,29,0
7,2.25,3170,36384,2.0,0,0,3,8,0,47.4654,-122.003,2460,38370,46,0
3,1.0,880,18109,1.0,0,0,4,6,0,47.3634,-122.101,940,11193,45,0
2,1.0,840,5551,1.0,0,0,3,6,0,47.5354,-122.28,1270,4652,63,0
4,2.75,2330,3920,2.0,0,0,3,9,0,47.5525,-121.99,2410,4063,10,0
4,1.75,1990,8900,1.0,0,0,4,8,0,47.5639,-122.149,2620,8925,43,0
3,2.25,1860,1558,3.0,0,0,3,8,0,47.7006,-122.339,1760,2456,1,0
3,1.0,1250,7280,1.0,0,0,3,7,0,47.3414,-122.286,1450,7350,50,0
4,2.5,1930,8660,1.0,0,0,3,7,810,47.3261,-122.26,1830,9591,34,0
2,1.0,910,4725,1.0,0,0,3,7,0,47.676,-122.281,1600,5200,66,0
3,1.0,1450,7200,1.0,0,0,3,7,440,47.7311,-122.199,1500,6767,46,0
3,2.5,2230,8296,2.0,0,0,3,7,0,47.4386,-122.116,2480,5940,11,0
3,1.0,1250,7157,1.0,0,0,3,7,0,47.7323,-122.304,1300,6796,71,1
2,1.75,1560,4141,1.0,0,0,4,7,680,47.6863,-122.382,1210,4141,73,0
4,1.5,1450,5530,1.0,0,0,4,6,0,47.3613,-122.087,1060,5200,46,0
4,1.0,1460,7200,1.5,0,0,4,7,0,47.7602,-122.306,1690,7357,60,0
2,2.25,1060,925,2.0,0,0,3,8,80,47.6386,-122.388,1020,4000,9,0
3,2.25,1990,8501,2.0,0,0,3,8,0,47.5707,-121.996,2090,6459,24,0
5,1.75,3250,13702,1.0,0,2,3,8,1600,47.4883,-122.225,2620,11328,50,0
4,2.0,2195,2681,1.0,0,0,3,7,1135,47.6965,-122.342,1710,1280,103,0
3,2.0,2510,5200,1.0,0,0,5,8,1040,47.5631,-122.366,990,5400,90,0
3,1.0,1760,6927,1.0,0,0,3,7,710,47.7623,-122.2,2060,9120,53,0
2,1.0,820,5700,1.0,0,0,5,5,0,47.4915,-122.184,1000,5700,73,0
4,2.0,1610,6650,1.0,0,0,3,7,0,47.3085,-122.358,1960,6650,26,0
3,1.75,1140,22267,1.0,0,0,3,7,0,47.4761,-121.758,1150,15625,29,0
3,1.0,1910,8710,1.0,0,0,3,7,830,47.5038,-122.3,1460,8944,61,0
2,1.75,1670,4200,2.0,0,0,3,7,0,47.5862,-122.387,1340,2875,103,0
3,1.0,1350,7740,1.0,0,0,4,6,490,47.7098,-122.291,1130,7740,68,0
3,1.75,2320,7875,1.0,0,0,3,8,700,47.4524,-122.146,1990,9720,48,0
3,1.75,1620,9600,1.0,0,0,4,7,0,47.4749,-122.155,1660,10200,49,0
5,2.5,2490,9639,1.0,0,0,4,8,880,47.551,-122.22,2290,9958,56,0
4,3.5,3320,8808,2.0,0,0,3,9,0,47.592,-121.989,3160,9226,10,0
5,2.25,2700,9000,2.0,0,0,5,9,0,47.6599,-122.146,2630,9000,28,0
2,2.5,1770,7155,2.0,1,4,3,8,0,47.7345,-122.285,2410,10476,58,1
5,2.25,2180,6000,1.0,0,0,4,8,750,47.6235,-122.143,2160,8800,49,0
3,1.5,1060,9711,1.0,0,0,3,7,0,47.4095,-122.315,1650,9711,52,0
3,2.25,2630,12899,2.0,0,0,4,9,0,47.5479,-122.233,3140,15320,49,0
2,1.0,740,6460,1.0,0,0,3,6,0,47.5077,-122.344,1170,6975,62,0
3,2.25,2920,6300,1.0,0,0,3,8,1210,47.7065,-122.37,1940,6300,59,0
3,1.0,1060,7920,1.0,0,0,4,7,0,47.5649,-122.358,1060,7457,47,0
3,1.75,1300,8976,1.0,0,0,3,7,0,47.3357,-122.305,1430,9750,48,0
4,2.5,2400,7292,1.0,0,0,3,8,870,47.7749,-122.339,1710,7909,35,0
4,2.25,1990,8548,2.0,0,0,3,8,0,47.667,-122.178,2320,8926,42,0
3,2.0,1320,8959,1.0,0,0,3,7,0,47.3536,-122.144,1740,7316,22,0
4,2.5,2100,19680,1.5,0,0,3,6,0,47.4787,-122.23,1340,12300,101,0
3,2.0,1340,10200,1.5,0,0,3,7,0,47.7756,-122.351,1420,10200,62,0
4,1.75,2020,7029,1.0,0,0,4,7,590,47.6983,-122.127,1780,7200,36,0
4,1.75,2460,5100,1.5,0,0,5,7,1010,47.6782,-122.3,1560,5100,106,0
4,1.75,2570,8640,1.0,0,0,4,8,0,47.5956,-122.172,2520,8800,57,0
3,2.5,1990,8325,2.0,0,0,4,8,680,47.705,-122.201,2450,10606,18,0
3,2.0,1150,6000,1.0,0,0,5,7,0,47.498,-122.263,1980,6360,59,0
3,2.75,3900,111514,2.0,0,0,3,6,440,47.5621,-121.924,2460,217800,48,1
3,2.5,2430,5866,2.0,0,0,3,7,0,47.5158,-121.871,2380,5866,6,0
3,1.75,1350,4000,1.5,0,0,4,7,0,47.6581,-122.354,1880,4000,90,0
3,3.75,2930,150945,2.0,0,0,3,8,0,47.4658,-122.115,2070,43935,43,1
4,2.5,1450,3600,1.5,0,0,3,7,200,47.5985,-122.298,1680,3600,113,0
3,2.5,1590,2550,3.0,0,0,3,7,0,47.6772,-122.393,1260,5100,30,0
3,1.0,1090,6771,1.5,0,0,3,7,0,47.5177,-122.353,1230,4662,86,0
4,2.25,2140,9377,2.0,0,0,4,8,0,47.2649,-122.218,2030,7846,29,0
3,2.25,1960,12350,1.0,0,0,4,7,0,47.5247,-122.052,1920,13608,54,0
3,1.0,1590,5400,1.0,0,1,3,8,310,47.5509,-122.261,2140,7161,67,0
3,1.0,1500,10730,1.0,0,0,3,7,500,47.6385,-121.966,1570,12210,38,0
3,1.0,1490,5700,1.5,0,0,3,7,0,47.6549,-122.331,2290,5700,99,0
4,2.0,1570,7320,1.0,0,0,4,7,0,47.5967,-122.14,1530,8800,55,0
5,3.0,2970,6500,2.0,0,0,3,9,0,47.5973,-122.018,2970,6588,15,0
3,2.5,1150,887,3.0,0,0,3,7,0,47.7072,-122.356,1180,915,8,0
5,1.75,2760,18112,1.0,0,0,3,8,1250,47.7363,-122.298,1720,8482,47,0
5,2.75,2570,12906,2.0,0,0,3,8,0,47.5814,-122.05,2580,12927,28,0
3,1.0,1220,22443,1.0,0,0,4,7,0,47.2633,-122.245,1260,19950,43,0
3,1.75,1850,15170,1.0,0,0,3,7,0,47.4991,-121.774,1160,14175,50,0
5,3.25,3940,9780,2.0,0,0,3,9,0,47.5435,-121.888,3550,8468,8,0
3,1.5,1050,4590,1.0,0,0,3,7,200,47.6943,-122.29,1770,5400,66,0
4,2.0,1480,11171,1.5,0,0,4,6,0,47.5849,-122.051,2790,20680,68,0
4,3.25,3890,422096,1.5,0,0,3,9,740,47.4125,-121.982,2180,229996,14,0
4,2.5,5760,32033,2.0,0,4,4,12,1370,47.7288,-122.37,3420,28475,21,0
3,1.75,1210,7000,1.0,0,0,3,7,0,47.4572,-122.169,1670,7000,40,0
4,2.5,3670,7000,2.0,0,0,3,10,0,47.5854,-122.08,3680,7437,10,0
2,1.0,600,1500,1.0,0,0,4,4,0,47.5289,-122.033,1130,6000,115,0
3,1.0,940,10500,1.0,0,0,4,7,0,47.7268,-122.229,1660,10500,49,0
4,1.75,3140,12519,1.0,0,0,3,7,820,47.6941,-122.173,2240,7308,64,1
3,2.5,1910,5125,2.0,0,0,3,9,0,47.5481,-121.995,1910,3215,9,0
4,1.0,1430,3600,1.0,0,0,3,6,450,47.5343,-122.355,1170,4000,68,0
4,3.5,2770,3330,2.0,0,0,3,8,800,47.6327,-122.109,2180,3380,14,0
3,1.0,1200,4000,1.5,0,0,4,6,0,47.5881,-122.299,1390,4000,92,0
2,1.75,1220,15600,1.0,0,0,3,6,0,47.2853,-122.265,1510,17818,43,0
5,3.25,2710,2356,2.0,0,0,3,8,480,47.5394,-122.028,2160,2108,2,0
4,1.0,1730,7350,1.5,0,0,4,6,0,47.3467,-122.307,1440,7752,45,0
2,1.0,1790,15783,1.0,0,0,4,8,430,47.691,-122.387,1790,7494,56,0
3,2.0,1170,5450,1.0,0,0,5,6,0,47.5276,-122.273,1340,6384,113,0
5,2.5,2820,14062,2.0,0,0,4,7,440,47.7081,-122.215,1910,10392,55,0
4,3.25,2880,35315,1.0,0,0,3,11,610,47.6587,-122.163,1910,167378,33,0
5,3.5,2450,8193,2.0,0,0,3,9,0,47.7721,-122.241,2310,8193,10,0
2,1.0,970,4284,1.0,0,0,3,7,0,47.6667,-122.333,2050,4284,110,0
3,1.75,2090,8910,1.0,0,0,3,8,860,47.7149,-122.222,2310,10695,40,0
4,2.5,2630,5701,2.0,0,0,3,7,0,47.375,-122.16,2770,5939,5,0
3,1.75,1900,6334,1.0,0,2,3,8,450,47.6675,-122.276,1530,6334,67,0
3,1.0,910,8658,1.0,0,0,3,7,0,47.7586,-122.303,1170,10200,60,0
3,3.25,1550,1280,2.0,0,0,3,9,330,47.6493,-122.384,1550,1579,2,0
3,2.5,1960,6058,2.0,0,0,3,8,0,47.6319,-122.007,2480,6656,13,0
4,2.25,2650,8149,1.0,0,0,4,8,1040,47.5624,-122.176,2290,8019,40,0
3,1.0,940,7980,1.0,0,0,4,7,0,47.3838,-122.289,1150,8050,55,0
3,3.0,4610,8400,2.0,0,2,3,8,1820,47.5854,-122.292,2160,5000,68,1
3,1.75,1520,9600,1.0,0,0,4,7,0,47.473,-122.149,1590,10183,48,0
4,2.75,2510,11880,1.0,0,0,5,8,880,47.5427,-122.181,2390,11211,37,0
3,2.5,3150,20189,2.0,0,0,3,10,0,47.447,-122.088,2920,20612,25,0
3,2.5,2620,108464,2.0,0,0,4,8,0,47.4583,-122.036,3190,105850,25,0
4,2.5,3270,45537,2.0,0,0,3,9,0,47.6303,-121.984,2670,38827,22,0
3,1.5,1180,8353,1.0,0,0,3,7,0,47.7652,-122.274,1710,8748,55,0
3,1.0,970,8040,1.0,0,0,3,7,0,47.603,-122.132,1250,7000,59,0
4,1.5,1440,3200,1.0,0,1,4,7,480,47.5269,-122.383,1650,6400,55,0
4,2.25,2080,15750,1.0,0,0,3,8,620,47.7225,-122.2,1960,10500,39,0
2,2.25,860,696,2.0,0,0,3,9,0,47.5663,-122.29,1100,3000,6,0
3,2.5,1710,1296,3.0,0,0,3,8,200,47.6963,-122.342,1610,1282,11,0
4,2.5,2420,7200,2.0,0,0,3,9,0,47.6893,-122.197,2650,7800,24,0
5,3.5,3750,9612,1.0,0,2,4,9,1720,47.5511,-122.157,3270,9688,34,0
2,1.0,1080,5000,1.0,0,0,3,7,0,47.5682,-122.359,1010,5000,61,0
2,1.5,1010,10005,2.0,0,0,3,7,0,47.5118,-122.189,1210,7794,34,0
6,2.75,3610,17580,1.0,0,4,5,9,1540,47.5739,-122.069,2890,14060,56,0
5,3.0,3223,6371,2.0,0,0,3,9,0,47.3584,-122.163,1979,9008,1,0
3,1.0,1030,8164,1.0,0,0,4,7,0,47.7353,-122.334,1340,8164,65,0
3,2.5,2080,9827,2.0,0,0,3,8,0,47.3058,-122.394,2660,9861,26,0
3,2.25,2790,13791,1.0,0,3,3,8,0,47.4389,-122.351,2720,12600,9,0
4,1.75,2320,7500,1.0,0,0,3,7,1100,47.7574,-122.343,2230,7500,60,0
3,2.25,1400,31626,1.0,0,0,2,7,260,47.3029,-122.069,1680,35093,28,0
2,1.0,1220,17172,1.0,0,0,4,6,0,47.6934,-122.163,1510,12915,68,0
4,1.5,2550,5055,2.0,0,0,4,10,0,47.636,-122.301,1970,4431,105,0
5,3.0,3040,6604,2.0,0,0,3,9,0,47.548,-122.356,1650,6825,10,0
2,2.0,1510,4000,1.0,0,0,4,7,500,47.6582,-122.345,1920,4000,115,0
5,3.0,2750,3800,1.5,0,0,5,7,1000,47.6845,-122.313,1900,3800,89,0
4,2.75,2420,39704,1.0,0,0,3,9,0,47.4053,-122.03,2760,36303,30,0
2,2.0,1384,1822,2.0,0,0,3,7,0,47.7525,-122.244,1078,1315,25,0
3,1.75,1680,6200,1.5,0,0,3,7,0,47.5338,-122.384,1680,5100,99,0
3,1.75,1940,7313,1.0,0,1,4,8,500,47.5239,-122.387,2160,7200,55,0
1,1.0,1230,9300,1.5,0,0,4,6,0,47.7055,-122.348,1190,6820,97,0
4,1.0,1340,22500,1.5,0,0,3,7,0,47.489,-122.316,1620,10800,89,0
3,1.0,960,8291,1.0,0,0,3,6,0,47.5006,-122.334,1110,8231,65,0
3,1.5,1360,885,3.0,0,0,3,8,0,47.6961,-122.349,1360,1167,7,0
4,2.5,2578,4554,2.0,0,0,3,9,0,47.2603,-122.194,2647,4554,1,0
4,2.25,2340,5300,1.0,0,0,5,8,640,47.6202,-122.112,1890,8250,52,0
3,2.0,1410,7998,1.0,0,0,4,7,0,47.4968,-122.277,1780,8278,75,0
4,2.5,2760,13093,2.0,0,0,4,9,0,47.5845,-122.06,2810,13545,26,0
3,1.75,1630,8400,1.0,0,0,4,7,570,47.5983,-122.149,1630,7245,60,0
3,2.5,1650,2787,2.0,0,0,3,8,0,47.5336,-121.838,1760,2787,1,0
3,1.0,1250,7210,1.0,0,0,4,7,0,47.4169,-122.168,1010,7210,47,0
2,1.0,1430,5000,1.5,0,0,2,7,0,47.6727,-122.299,1450,3750,90,0
4,2.5,2820,5934,1.0,0,3,5,9,1050,47.5706,-122.403,2230,6000,63,0
3,2.5,3560,107290,2.0,0,0,3,10,0,47.6652,-122.049,3660,89298,28,0
4,2.25,2470,7447,2.0,0,0,3,8,0,47.7514,-122.286,2270,7400,31,0
3,2.5,1500,7350,1.0,0,0,2,7,440,47.3025,-122.382,1390,7770,36,0
3,1.5,1310,3880,1.0,0,0,3,7,220,47.6821,-122.392,1570,3880,59,0
3,1.75,1480,6592,1.0,0,0,4,7,400,47.2982,-122.378,1660,7150,37,0
4,2.5,2240,4447,2.0,0,0,3,7,0,47.4868,-122.159,2000,3800,9,0
4,2.75,3410,95396,1.5,0,0,4,10,0,47.6547,-122.158,3721,35352,53,0
4,2.5,2580,4818,2.0,0,0,3,8,0,47.3607,-122.038,2570,5386,10,0
3,1.75,1890,13860,1.0,0,0,5,7,0,47.4156,-122.149,1500,14536,49,0
4,2.75,3130,9711,2.0,0,0,3,9,0,47.4823,-122.124,1570,10500,1,0
3,2.25,1450,1387,3.0,0,0,3,8,0,47.6765,-122.302,1450,1429,15,0
4,1.75,2420,8400,1.0,0,0,5,7,800,47.5017,-122.165,1660,8400,51,0
4,3.25,3270,5187,2.0,0,0,3,9,160,47.6966,-122.133,3600,5825,1,0
3,1.0,1240,8840,1.0,0,0,3,6,0,47.7277,-122.308,1250,8840,63,0
5,3.0,3480,6625,2.0,0,0,3,8,0,47.4815,-122.153,2800,9400,3,0
2,1.5,1340,1286,2.0,0,0,3,8,150,47.617,-122.309,1460,1245,9,0
3,2.5,3400,12442,2.0,0,0,3,9,0,47.5611,-122.032,3250,8635,14,0
3,1.0,1010,9678,1.0,0,0,5,7,0,47.4396,-122.285,1010,9375,60,0
4,2.5,2280,2432,2.0,0,0,5,8,760,47.6605,-122.355,1690,2099,94,0
5,3.5,3420,6403,2.0,0,2,3,8,720,47.5162,-121.874,2710,6038,2,0
3,2.25,2370,9619,1.0,0,0,4,8,720,47.6366,-122.099,1960,9712,42,0
3,3.0,2500,8304,2.0,0,0,3,8,0,47.4022,-122.166,2290,7855,18,0
5,3.25,3950,44431,1.0,0,0,3,10,1850,47.6451,-122.173,3860,45870,46,0
4,2.5,3030,180263,2.0,0,0,3,7,1000,47.2953,-122.097,2600,182509,28,0
2,1.5,1920,6250,1.0,0,0,3,7,860,47.6497,-122.393,2070,6250,78,0
4,2.5,2960,28005,2.0,0,0,3,10,0,47.7477,-122.117,3510,35248,26,0
4,1.5,1610,6923,1.0,0,0,3,6,600,47.3747,-122.306,1320,7684,46,0
6,2.25,3830,11180,1.0,0,2,5,9,1390,47.5849,-122.113,2500,10400,53,0
4,2.0,1710,8814,1.0,0,0,5,7,680,47.395,-122.174,1710,7272,40,0
4,2.5,1560,7800,2.0,0,0,3,7,0,47.514,-122.316,1160,7800,18,0
3,1.75,1500,7800,1.0,0,0,3,7,0,47.3141,-122.192,1490,7800,47,0
3,1.75,2280,77972,1.0,0,0,3,8,820,47.4804,-122.151,2460,14430,38,0
4,2.5,3140,8455,2.0,0,0,3,8,0,47.4866,-122.147,3140,7391,12,0
3,1.5,1550,7260,1.5,0,0,2,6,0,47.4693,-122.349,1190,7620,90,0
4,1.75,1630,3000,1.0,0,0,3,7,700,47.5961,-122.305,1630,3000,37,0
2,1.0,700,6000,1.0,0,0,3,6,0,47.4671,-122.212,1320,6000,72,0
3,2.0,1790,7212,1.0,0,0,4,8,0,47.3898,-122.154,2330,7212,17,0
3,2.5,2680,5860,2.0,0,0,3,8,0,47.7557,-122.223,2680,5860,14,0
3,3.25,1600,1298,3.0,0,0,3,8,0,47.6954,-122.375,1600,1348,16,0
4,2.0,1970,7451,1.0,0,0,3,8,620,47.765,-122.335,1980,7510,53,0
4,2.75,3600,5040,2.0,0,0,3,9,990,47.6487,-122.388,1590,5040,11,0
4,3.0,1940,8170,1.0,0,0,4,7,0,47.7381,-122.302,1310,8169,67,0
6,1.5,1680,5202,1.5,0,0,2,7,0,47.6798,-122.206,1890,5500,104,0
3,1.0,1350,10000,1.0,0,0,4,7,0,47.5741,-122.133,1450,10000,61,0
4,3.5,3200,6420,2.0,0,0,3,9,0,47.3545,-122.001,3200,6291,9,0
5,2.75,2160,7200,1.5,0,0,3,7,940,47.5576,-122.273,1900,7200,60,0
3,2.5,2120,4512,2.0,0,0,3,8,0,47.75,-122.183,2000,4553,27,0
3,1.75,2880,18296,1.0,0,0,3,8,1300,47.4881,-122.281,1380,9592,57,0
3,1.0,1790,11884,1.0,0,0,3,7,0,47.3887,-122.22,1660,11513,64,0
5,3.0,2680,9624,2.0,0,0,3,7,810,47.3279,-122.006,1860,9921,20,0
5,2.5,2740,5400,2.0,0,0,3,8,0,47.4036,-122.205,2900,5476,10,0
3,2.0,2010,4320,2.0,0,2,3,9,0,47.5153,-122.256,1640,5225,16,0
4,3.5,4270,40097,1.0,0,0,4,12,0,47.7354,-122.078,3510,36149,22,0
4,2.5,2630,48706,2.0,0,0,3,8,0,47.775,-122.125,2680,48706,29,0
3,2.0,2350,15021,1.0,0,0,4,8,580,47.6408,-122.219,3530,15715,39,0
2,1.5,1110,957,2.0,0,0,3,8,180,47.6319,-122.362,1680,1104,10,0
3,1.0,1060,10042,1.0,0,0,4,7,0,47.4434,-122.283,1130,10925,58,0
4,2.75,2910,9000,1.0,0,0,4,8,780,47.544,-122.176,1970,9000,49,0
3,1.5,2500,6000,1.5,0,0,5,7,770,47.5297,-122.354,1340,5000,74,1
2,2.75,2810,11205,1.0,0,0,3,7,1300,47.4869,-122.243,2520,13000,47,0
3,2.0,1440,3218,1.0,0,0,3,7,590,47.5655,-122.36,1170,5000,7,0
3,2.0,1710,7225,2.0,0,0,4,7,0,47.2917,-122.373,1710,7225,27,0
3,2.5,2030,1800,3.0,0,0,3,9,0,47.6199,-122.3,1450,1441,2,0
4,2.5,2980,10194,2.0,0,0,3,9,0,47.5515,-122.12,2980,10053,22,0
3,1.0,1060,10350,1.0,0,0,4,7,0,47.365,-122.028,1500,9660,35,0
3,2.75,1960,6390,1.5,0,2,5,8,0,47.6032,-122.285,2440,5870,115,0
4,2.5,2550,7500,1.0,0,0,3,8,800,47.3165,-122.386,2260,8800,39,0
6,2.75,2940,7350,1.0,0,0,3,8,1160,47.3103,-122.339,2120,8236,37,0
4,1.75,2080,13629,1.0,0,0,4,7,1040,47.4866,-122.232,1780,14659,60,0
3,1.0,1840,10178,1.0,0,0,3,7,800,47.3979,-122.317,2040,10660,55,0
4,3.0,2180,12196,2.0,0,0,4,7,0,47.5338,-122.033,1500,6534,47,0
4,1.0,1360,6000,1.5,0,0,3,7,0,47.6854,-122.288,1710,6000,98,0
2,1.0,670,7312,1.0,0,0,3,5,0,47.7145,-122.285,860,8242,73,0
3,1.75,1760,10349,1.0,0,0,3,8,0,47.6347,-122.173,1970,10933,58,0
